% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 01/01/2015 through 31/12/2015, for BBDC4.SA.
%
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 


@relation stock

@attribute BBDC4.SAClosePrice numeric
@attribute BBDC4.SAHighPrice numeric
@attribute BBDC4.SALowPrice numeric
@attribute BBDC4.SAMA5 numeric
@attribute BBDC4.SAMACD numeric
@attribute BBDC4.SAOBV numeric
@attribute BBDC4.SAOpenPrice numeric
@attribute BBDC4.SARSI numeric
@attribute BBDC4.SASODI numeric
@attribute BBDC4.SASOKI numeric
@attribute BBDC4.SAVolume numeric
@attribute BBDClosePrice numeric
@attribute BBDHighPrice numeric
@attribute BBDLowPrice numeric
@attribute BBDMA5 numeric
@attribute BBDMACD numeric
@attribute BBDOBV numeric
@attribute BBDOpenPrice numeric
@attribute BBDRSI numeric
@attribute BBDSODI numeric
@attribute BBDSOKI numeric
@attribute BBDVolume numeric

@data
26.43,26.69,26.1,27.13,-0.47,-10991100,26.54,24.63,30.62,16.85,16993100,7.64,7.74,7.57,7.99,-0.34,-115865400,7.62,14.53,10.67,4.12,15182200
26.03,26.48,25.8,26.88,-0.54,-22658700,26.43,23.79,21.33,6.41,11667600,7.51,7.62,7.39,7.87,-0.37,-126425000,7.59,14.35,7.54,6.38,10559600
25.95,26.41,25.6,26.55,-0.59,-32092900,26.2,23.71,10.92,9.49,9434200,7.4,7.55,7.32,7.7,-0.4,-136656700,7.52,13.93,4.97,4.4,10231700
26,26.35,25.52,26.34,-0.62,-24383900,25.65,25.18,10.3,15,7709000,7.36,7.45,7.28,7.57,-0.42,-149299900,7.34,14.91,5.24,4.94,12643200
25.28,26.08,25.16,25.94,-0.7,-34610400,25.71,24.3,9.45,3.86,10226500,7.19,7.37,7.15,7.42,-0.44,-162022400,7.28,14.78,3.9,2.37,12722500
25.58,25.75,25.37,25.77,-0.73,-28979400,25.49,29.32,11.43,15.44,5631000,7.45,7.46,7.21,7.38,-0.44,-152633500,7.23,23.62,9.06,19.87,9388900
25.57,25.77,25.12,25.68,-0.74,-37109100,25.7,30.43,11.87,16.3,8129700,7.26,7.38,7.14,7.33,-0.44,-161945400,7.29,24.29,10.56,9.45,9311900
24.75,25.28,24.7,25.44,-0.81,-51604000,25.2,32.88,11.11,1.57,14494900,7.13,7.23,7.08,7.28,-0.45,-177561600,7.19,28.3,11.07,3.91,15616200
24.38,24.89,24.22,25.11,-0.88,-62563000,24.81,27.89,7.42,4.37,10959000,6.89,7.08,6.87,7.18,-0.47,-191545700,7.07,26.79,4.9,1.34,13984100
24.21,24.64,24.07,24.9,-0.95,-73867100,24.32,23.51,3.21,3.67,11304100,6.96,7.03,6.9,7.14,-0.48,-184198300,6.96,26.13,3.76,6.04,7347400
23.81,24.46,23.81,24.54,-1.01,-79323800,24.06,16.76,2.68,0,5456700,6.86,7.04,6.85,7.02,-0.49,-190597300,6.89,21.97,2.68,0.66,6399000
24.26,24.79,23.34,24.28,-1.02,-60909300,23.7,19.07,8.1,20.63,18414500,7.02,7.15,6.65,6.97,-0.48,-172873400,6.78,21.97,9.89,22.98,17723900
23.6,23.87,23.2,24.05,-1.07,-72994400,23.84,18.69,9.93,9.17,12085100,6.75,6.87,6.6,6.9,-0.48,-187641000,6.8,21.97,11.01,9.38,14767600
23.41,23.59,23.08,23.86,-1.11,-86032400,23.35,14.63,12.98,9.14,13038000,6.77,6.82,6.61,6.87,-0.48,-176887900,6.68,23.29,15.76,14.91,10753100
23.28,23.59,22.9,23.67,-1.13,-102054400,23.19,16.84,9.64,10.61,16022000,6.63,6.74,6.52,6.81,-0.48,-192749100,6.6,25.12,11.43,10,15861200
22.87,23.39,21.75,23.48,-1.18,-121107300,22.15,16.81,14.6,24.03,19052900,6.38,6.61,6.06,6.71,-0.5,-212556400,6.15,23.72,15.46,21.48,19807300
22.95,23.67,22.76,23.22,-1.19,-106153600,23.54,18.49,20.25,26.09,14953700,6.31,6.7,6.3,6.57,-0.51,-229496000,6.67,24.17,16.44,17.86,16939600
24.08,24.09,22.78,23.32,-1.1,-86319000,23.15,33.56,34.64,53.81,19834600,6.67,6.68,6.21,6.55,-0.49,-209435500,6.38,35.8,27.64,43.57,20060500
24.67,25.05,24.12,23.57,-0.96,-69592200,24.4,44.66,50.84,72.64,16726800,6.93,7.06,6.77,6.58,-0.44,-194254700,6.81,44.84,41.19,62.14,15180800
24.03,24.84,23.79,23.72,-0.9,-83294800,24.22,37.19,61.05,56.72,13702600,6.71,6.96,6.62,6.6,-0.42,-217139000,6.81,35.08,51.65,49.24,22884300
23.05,23.36,22.86,23.76,-0.92,-105625800,23.18,32.05,55.39,36.83,22331000,6.37,6.41,6.23,6.6,-0.43,-238464600,6.26,33.08,45.96,26.5,21325600
22.39,22.74,22.2,23.64,-0.97,-120812700,22.3,32.8,37.65,19.39,15186900,6.04,6.22,6,6.54,-0.45,-255496900,6.09,30.74,26.41,3.48,17032300
22.78,22.84,22.21,23.38,-0.98,-109272800,22.61,38.37,29.14,31.21,11539900,6.08,6.14,5.92,6.43,-0.46,-238386200,6.09,34.6,14.33,13.01,17110700
23.35,23.35,22.38,23.12,-0.92,-93152400,22.98,44.09,33.03,48.48,16120400,6.19,6.22,5.92,6.28,-0.46,-222802700,5.97,35.58,12.81,21.95,15583500
22.36,23.04,22.36,22.79,-0.95,-106014000,22.72,40.79,32.73,18.48,12861600,5.83,6.1,5.82,6.1,-0.48,-235186500,6.04,32.42,11.9,0.75,12383800
22.88,23.03,22.7,22.75,-0.91,-95577900,23.03,41.31,33.74,34.24,10436100,5.99,6.05,5.95,6.03,-0.47,-224325900,6.01,32.42,12.14,13.71,10860600
23.15,23.75,23.1,22.9,-0.86,-80493500,23.12,47.02,31.72,42.42,15084400,6.08,6.3,6.07,6.03,-0.46,-209466700,6.15,37.82,11.81,20.97,14859200
22.65,23.08,22.17,22.88,-0.84,-95443100,22.49,45.17,34.65,27.27,14949600,5.88,6.01,5.7,5.99,-0.46,-228642200,5.8,34.81,15.97,13.24,19175500
22.4,22.64,22.29,22.69,-0.84,-105070700,22.53,44.49,29.8,19.7,9627600,5.77,5.86,5.72,5.91,-0.46,-240861700,5.86,35.17,13.12,5.15,12219500
23.4,23.5,22.3,22.9,-0.75,-93543600,22.46,53.09,29.89,42.71,11527100,6.09,6.13,5.72,5.96,-0.43,-222316600,5.81,45.12,15.69,28.68,18545100
23.85,24.02,23.28,23.09,-0.63,-82675800,23.36,55.03,40.25,58.33,10867800,6.13,6.2,6.03,5.99,-0.4,-209905800,6.04,46.94,21.81,31.62,12410800
24.74,24.75,24.01,23.41,-0.47,-69421100,24.01,53.79,63.43,89.24,13254700,6.42,6.44,6.27,6.06,-0.35,-195427300,6.29,45.64,37.75,52.94,14478500
24.67,25.27,24.3,23.81,-0.33,-82857700,24.5,50,76.07,80.65,13436600,6.4,6.57,6.23,6.16,-0.31,-214816000,6.25,39.92,46.7,55.56,19388700
23.33,24.46,23.13,24,-0.33,-101914800,24.35,46.06,69.1,37.42,19057100,5.85,6.27,5.83,6.18,-0.31,-230502800,6.22,35.47,41.91,17.24,15686800
22.61,23.49,22.42,23.84,-0.39,-114831600,23.24,47.45,44.09,14.19,12916800,5.68,5.87,5.6,6.1,-0.33,-240394000,5.85,37.63,27.01,8.25,9891200
22.7,22.92,21.89,23.61,-0.42,-100555500,22.31,51.93,25.19,23.96,14276100,5.6,5.62,5.36,5.99,-0.34,-261738700,5.48,41.34,15.11,19.83,21344700
21.93,22.96,21.93,23.05,-0.5,-112699500,22.65,44.96,13.11,1.18,12144000,5.3,5.56,5.27,5.77,-0.38,-280045400,5.51,36.07,10.13,2.31,18306700
22.19,22.38,20.85,22.55,-0.53,-96786600,21.27,42.86,18.49,30.32,15912900,5.53,5.55,5,5.59,-0.38,-257335100,5.03,38.7,18.63,33.76,22710300
21.68,22.63,21.51,22.22,-0.6,-106696900,22.47,45.55,16.76,18.78,9910300,5.42,5.64,5.4,5.51,-0.38,-277239400,5.61,42.32,20.94,26.75,19904300
21.14,21.48,20.87,21.93,-0.68,-118619100,21.37,38.64,18.55,6.56,11922200,5.13,5.31,5.13,5.4,-0.41,-295056200,5.3,34.64,22.93,8.28,17816800
21.01,21.61,20.96,21.59,-0.75,-131272200,21.17,35.77,9.65,3.62,12653100,5.15,5.25,5.12,5.31,-0.42,-269343500,5.17,32.97,14.86,9.55,25712700
21.42,21.78,20.9,21.49,-0.77,-114262600,21.75,41.72,7.69,12.9,17009600,5.36,5.39,5.21,5.32,-0.41,-250374200,5.38,40.51,13.59,22.93,18969300
21.71,21.85,21.32,21.39,-0.75,-104078800,21.5,45.38,11.99,19.46,10183800,5.41,5.46,5.29,5.29,-0.39,-238273900,5.39,43.28,19.53,26.11,12100300
22.51,22.51,21.36,21.56,-0.66,-91139900,21.53,43.88,23.3,37.56,12938900,5.65,5.67,5.26,5.34,-0.35,-224204400,5.32,41.54,30.15,41.4,14069500
23.17,23.7,22.74,21.96,-0.53,-78775200,22.99,45.45,36.5,52.49,12364700,5.92,6.01,5.76,5.5,-0.3,-204080900,5.76,46.29,42.04,58.6,20123500
23.39,23.5,22.94,22.44,-0.4,-68124400,23.08,40.09,49.17,57.47,10650800,6.03,6.09,5.94,5.67,-0.24,-191670300,5.95,42.64,55.2,65.61,12410600
24.23,24.76,23.58,23,-0.23,-51274100,23.9,47.1,65.47,86.45,16850300,6.24,6.48,6.06,5.85,-0.18,-167504400,6.19,47.18,69.33,83.78,24165900
24.25,24.45,23.84,23.51,-0.09,-38431300,23.93,57.35,76.96,86.96,12842800,6.35,6.36,6.19,6.04,-0.12,-152580100,6.21,60.42,80.2,91.22,14924300
23.99,24.68,23.6,23.81,-0.01,-51066800,24.61,61.9,84.57,80.31,12635500,6.32,6.47,6.24,6.17,-0.07,-169083400,6.46,64.16,88.06,89.19,16503300
6.24,6.48,6.22,6.24,-0.04,-183161600,6.39,64.16,88.06,83.78,14078200
22.68,23.45,22.24,23.71,-0.04,-70416600,23.45,49.86,71.36,46.8,19349800,5.79,5.95,5.74,6.19,-0.05,-202908000,5.91,60.17,75.45,53.38,19746400
22.56,22.99,22.3,23.54,-0.08,-94509300,22.53,54.95,56.95,43.73,24092700,5.87,5.94,5.78,6.11,-0.06,-186800500,5.82,57.52,64.1,55.15,16107500
22.48,22.75,22.01,23.19,-0.11,-104294500,22.61,52.34,43.98,41.39,9785200,5.88,5.95,5.7,6.02,-0.06,-175457200,5.88,60.65,54.8,55.88,11343300
22.05,22.47,21.85,22.75,-0.17,-117965800,22.44,53.03,38.49,30.33,13671300,5.75,5.84,5.64,5.91,-0.07,-195843600,5.83,65.5,52.45,46.32,20386400
22.02,22.42,21.96,22.36,-0.22,-132264200,22.13,57.86,33.58,29.02,14298400,5.62,5.7,5.57,5.78,-0.08,-226732700,5.7,61.14,44.83,32.28,30889100
21.5,22.24,21.37,22.12,-0.3,-145678500,22.15,54.09,24.96,15.54,13414300,5.44,5.67,5.42,5.71,-0.11,-249634400,5.66,51.92,31.12,14.75,22901700
21.53,21.76,21.25,21.92,-0.35,-136059000,21.5,50.98,17.51,7.98,9619500,5.36,5.46,5.31,5.61,-0.14,-265730500,5.42,48.82,18.41,8.2,16096100
21.85,22.11,21.61,21.79,-0.36,-125649100,21.68,51.24,13.54,17.09,10409900,5.51,5.58,5.46,5.54,-0.14,-248304800,5.58,46.53,13.35,17.09,17425700
21.55,22.45,21.5,21.69,-0.39,-135778100,22.38,40.66,11.21,8.55,10129000,5.48,5.66,5.45,5.48,-0.15,-266922700,5.62,37.64,13.27,14.53,18617900
21.39,21.9,21.06,21.56,-0.42,-146932800,21.7,30.82,11.52,8.92,11154700,5.43,5.59,5.37,5.44,-0.16,-288264300,5.58,32.56,13.96,10.26,21341600
21.48,21.54,21.16,21.56,-0.44,-134712900,21.4,28.82,9.61,11.35,12219900,5.43,5.48,5.34,5.44,-0.16,-288264300,5.4,23.18,11.68,10.26,15889200
22.03,22.51,21.29,21.66,-0.4,-114159100,21.46,23.93,15.69,26.8,20553800,5.58,5.81,5.46,5.49,-0.15,-234458200,5.47,25.16,14.53,23.08,53806100
21.04,22.07,21.04,21.5,-0.44,-128868800,21.5,19.08,12.72,0,14709700,5.44,5.58,5.4,5.47,-0.15,-268394100,5.44,23.49,14.81,11.11,33935900
21,21.35,20.85,21.39,-0.48,-142716700,21.23,19.92,10.85,5.77,13847900,5.44,5.48,5.38,5.46,-0.15,-268394100,5.45,24.68,18.17,20.31,31635400
5.53,5.55,5.38,5.48,-0.14,-250828000,5.48,39.34,21.93,34.38,17566100
22.11,22.15,20.94,21.53,-0.41,-125745900,21.2,44.03,21.55,58.88,16970800,5.83,5.86,5.51,5.56,-0.11,-226306900,5.51,48.61,45.31,81.25,24521100
21.65,22.55,21.47,21.57,-0.39,-142690100,22.51,41.1,35.58,42.11,16944200,5.67,5.86,5.61,5.58,-0.09,-243104300,5.82,43.4,60.36,65.45,16797400
22.24,22.24,21.54,21.61,-0.32,-131142300,21.73,47.86,60.92,81.76,11547800,5.81,5.85,5.65,5.66,-0.07,-231038400,5.69,51.87,79.2,90.91,12065900
21.92,22.13,21.65,21.78,-0.29,-145382600,22.11,48.82,62.27,62.94,14240300,5.83,5.83,5.61,5.73,-0.05,-219964000,5.69,57.05,83.64,94.55,11074400
21.43,21.91,21.35,21.87,-0.3,-160421900,21.81,45.06,59.61,34.12,15039300,5.6,5.71,5.53,5.75,-0.05,-237623600,5.67,55.19,79.39,52.73,17659600
21.32,21.41,20.75,21.71,-0.31,-171675000,21.4,48.38,42.91,31.67,11253100,5.65,5.75,5.41,5.71,-0.05,-223971300,5.5,59.6,68.96,59.62,13652300
21.84,21.94,21.36,21.75,-0.28,-160285600,21.53,52.56,42.11,60.56,11389400,5.81,5.81,5.63,5.74,-0.03,-204486400,5.81,59.87,67.58,90.38,19484900
21.83,21.97,21.09,21.67,-0.25,-172135600,21.63,49.83,50.74,60,11850000,5.64,5.78,5.59,5.71,-0.03,-215519200,5.61,54.82,69.23,57.69,11032800
21.51,21.76,21.27,21.59,-0.25,-185752700,21.52,49.65,54.26,42.22,13617100,5.58,5.68,5.51,5.66,-0.04,-230727100,5.64,54.49,64.74,46.15,15207900
21.69,21.69,21.26,21.64,-0.23,-169187300,21.54,52.6,51.48,52.22,16565400,5.69,5.71,5.5,5.67,-0.03,-216871800,5.53,57.3,56.14,64.58,13855300
22.5,22.84,21.79,21.87,-0.15,-152804200,21.79,57.85,59.39,83.73,16383100,5.83,5.96,5.79,5.71,-0.02,-199582600,5.8,57.06,62.77,77.59,17289200
22.68,23.07,22.37,22.04,-0.07,-141314000,22.5,55.3,73.05,83.19,11490200,6.07,6.08,5.88,5.76,0.02,-185554100,5.92,66.84,80.25,98.57,14028500
23.4,23.4,22.82,22.36,0.05,-128699300,23,70.14,88.97,100,12614700,6.33,6.34,6.07,5.9,0.06,-171302100,6.1,70.89,91.71,98.96,14252000
6.44,6.51,6.33,6.07,0.1,-157820500,6.38,71.16,97.06,93.64,13481600
23.17,23.84,22.9,22.69,0.13,-144214600,23.7,67.93,87.17,78.32,15515300,6.1,6.32,6.08,6.15,0.11,-172418600,6.25,56.16,85.11,62.73,14598100
23.01,23.14,22.45,22.95,0.17,-155001600,22.9,58.82,83.82,73.14,10787000,6.13,6.22,6,6.21,0.12,-160055000,6.06,61.17,73.94,65.45,12363600
21.89,22.68,21.85,22.83,0.11,-172262300,22.59,52.08,62.78,36.89,17260700,5.72,5.88,5.68,6.14,0.09,-180123400,5.81,48.07,52.12,28.18,20068400
22.37,22.51,21.9,22.77,0.11,-161266300,21.93,51.15,54.15,52.43,10996000
21.55,22.21,21.46,22.4,0.04,-175218800,22.18,46.99,38.4,25.89,13952500,5.62,5.85,5.61,6,0.05,-191762200,5.85,45.64,37.58,19.09,11638800
21.12,21.52,20.85,21.99,-0.06,-208263100,21.3,47.45,30.1,11.97,33044300,5.36,5.49,5.35,5.79,0.01,-227972800,5.43,45.08,16.04,0.86,36210600
21,21.37,20.82,21.59,-0.14,-222300500,21.12,47.38,14.61,5.96,14037400,5.36,5.44,5.32,5.64,-0.03,-227972800,5.43,43.93,7.77,3.36,17320000
20.97,21.38,20.6,21.4,-0.2,-238537900,21.07,42.25,9.78,11.42,16237400,5.51,5.52,5.26,5.51,-0.04,-202033100,5.46,43.7,8.07,20,25939700
21.89,22.64,21.7,21.31,-0.17,-216635100,21.9,50.46,19.06,39.81,21902800,5.72,5.87,5.69,5.51,-0.04,-185558900,5.81,51.65,20.05,36.8,16474200
21.59,21.84,21.25,21.31,-0.18,-229692400,21.84,50.62,27.26,30.56,13057300,5.68,5.78,5.59,5.53,-0.04,-195346200,5.68,52.08,30.13,33.6,9787300
21.37,22.16,21.32,21.36,-0.19,-238143800,21.8,47.55,31.38,23.77,8451400,5.58,5.83,5.55,5.57,-0.05,-206541900,5.81,47.7,32,25.6,11195700
20.9,21.5,20.81,21.34,-0.24,-253566300,21.38,37.1,21.19,9.26,15422500,5.62,5.69,5.37,5.62,-0.05,-180695000,5.53,45.41,29.33,28.8,25846900
21.95,22.12,21.2,21.54,-0.19,-229251500,21.23,44.84,24.9,41.67,24314800,5.8,5.87,5.73,5.68,-0.03,-156572100,5.81,43.95,32.53,43.2,24122900
21,22.04,21,21.36,-0.23,-245161200,21.79,33.56,21.09,12.35,15909700,5.34,5.69,5.33,5.6,-0.06,-187247000,5.69,29.63,26.13,6.4,30674900
20.82,21.33,20.72,21.21,-0.27,-261890600,20.76,33.79,20.89,8.66,16729400,5.3,5.4,5.26,5.53,-0.08,-205928800,5.39,25.85,17.79,3.77,18681800
20.45,20.75,20.33,21.02,-0.33,-275362500,20.74,32.84,8.7,5.11,13471900,5.24,5.27,5.17,5.46,-0.1,-223229900,5.27,29.33,5.61,6.67,17301100
20.77,21.08,20.57,21,-0.34,-266353500,20.6,41.59,10.94,19.05,9009000,5.31,5.42,5.27,5.4,-0.11,-212696900,5.35,30.66,10.05,19.72,10533000
20.95,21.13,20.11,20.8,-0.34,-240225600,20.5,38.84,19.12,33.2,26127900,5.39,5.44,5.03,5.32,-0.11,-187666500,5.14,40.78,23.08,42.86,25030400
20.54,20.97,20.41,20.71,-0.36,-258506800,20.85,41.51,23.08,17,18281200,5.19,5.34,5.19,5.29,-0.13,-208870000,5.27,38.62,27.21,19.05,21203500
19.65,20.24,19.46,20.47,-0.45,-281105700,19.86,38.53,18.72,5.97,22598900,4.86,5.21,4.86,5.2,-0.17,-229663100,5.13,37.24,20.63,0,20793100
19.08,19.94,19.03,20.2,-0.55,-293795200,19.84,36.01,8.12,1.39,12689500,4.73,4.94,4.7,5.1,-0.2,-244672900,4.93,34.93,7.2,2.56,15009800
19.25,19.58,19.1,19.89,-0.62,-284813400,19.22,37.71,4.48,6.09,8981800,4.77,4.87,4.73,4.99,-0.23,-233872200,4.82,31.31,2.85,5.98,10800700
19.4,19.56,19.16,19.58,-0.65,-277969200,19.55,30.02,6.43,11.82,6844200,4.91,4.92,4.83,4.89,-0.23,-222971900,4.83,28.8,8.83,17.95,10900300
4.93,4.99,4.86,4.84,-0.23,-220140800,4.86,30.16,14.53,19.66,2831100
19.59,19.66,19.27,19.39,-0.65,-271817000,19.5,33.66,11.94,17.89,6152200,5.01,5.08,4.92,4.87,-0.22,-210442400,4.99,34.76,21.37,26.5,9698400
19.69,19.8,19.54,19.4,-0.64,-266318300,19.78,36,17.02,21.36,5498700,5.08,5.11,5.03,4.94,-0.21,-201675700,5.09,35.79,26.21,32.48,8766700
19.28,19.74,19.2,19.44,-0.65,-274774700,19.74,36.36,15.78,8.09,8456400,4.82,4.99,4.79,4.95,-0.21,-212320900,4.95,25.25,23.7,12.12,10645200
4.81,4.85,4.78,4.93,-0.22,-218415800,4.84,32.68,19.82,14.86,6094900
